频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,匹配信息,匹配值,轮回相似度,输出顺序
Ebs Cinema,https://rpn.bozztv.com/ebstv/ebscinema/index.m3u8,网络源,https://i.imgur.com/fewPTFE.png,1.423,待确认分组,h264,1280x720,30.0,有音频,0.4896,模糊匹配（>90%）,100.0,0.5521,未排序
Dangal Tv,https://live-dangal.akamaized.net/liveabr/playlist.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DANGAL/images/LOGO_HD/image.png,8.178,待确认分组,h264,,,有音频,0.5156,模糊匹配（>90%）,100.0,0.4896,未排序
ETV Cinema HD (1080p),https://d1q7j6ha51ro6f.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_CINEMA_H264-3_cloud_in/index.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ETV_CINEMA/images/LOGO_HD/image.png,8.637,待标准化,h264,1920x1080,25.0,有音频,0.4844,未匹配,0.0,0.5417,未排序
Dltv 8,https://cdn-live.dltv.ac.th/dltv08.m3u8,网络源,https://i.imgur.com/xIwn5Ha.png,13.568,待确认分组,h264,1920x1080,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5078,未排序
DW Espanol (1080p),https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/master.m3u8,网络源,https://i.imgur.com/8MRNFb9.png,8.301,待标准化,h264,1920x1080,50.0,有音频,0.5938,未匹配,0.0,0.4453,未排序
Dios Te Ve,https://s.emisoras.tv:8081/diostevetv/index.m3u8,网络源,https://i.imgur.com/7hNwUV2.png,1.29,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5156,模糊匹配（>90%）,100.0,0.4141,未排序
Equus TV (1080p),https://d2gwqf8gdwq1zs.cloudfront.net/scheduler/scheduleMaster/426.m3u8,网络源,,2.161,待标准化,h264,960x540,29.97002997002997,有音频,0.5781,未匹配,0.0,0.5234,未排序
Euronews Portuguese,https://6e52fb8b.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c1BvcnR1Z3Vlc19ITFM/playlist.m3u8,网络源,https://i.imgur.com/8t9mdg9.png,7.978,待确认分组,h264,1280x720,25.0,有音频,0.5104,模糊匹配（>90%）,100.0,0.5703,未排序
Comedy Central South Park,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60c716084d842c00085f6e64/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc837e53-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bdeb530c-5d61-495f-a08c-0a46e8a56f33,网络源,,2.572,待确认分组,h264,426x240,30.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5391,未排序
Dltv 5,https://cdn-live.dltv.ac.th/dltv05.m3u8,网络源,https://i.imgur.com/J1E89jX.png,10.719,待确认分组,h264,1920x1080,25.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.5964,未排序
Dltv 7,https://cdn-live.dltv.ac.th/dltv07.m3u8,网络源,https://i.imgur.com/OjYwMe3.png,13.522,待确认分组,h264,1920x1080,25.0,有音频,0.5208,模糊匹配（>90%）,100.0,0.5755,未排序
Diyar Tv,https://live.artidijitalmedya.com/artidijital_diyartv/diyartv/playlist.m3u8,网络源,https://i.imgur.com/qWkHjRA.png,7.992,待确认分组,h264,1280x720,50.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.8516,未排序
Dim Tv,https://live.artidijitalmedya.com/artidijital_dimtv/dimtv/playlist.m3u8,网络源,https://i.imgur.com/X4QFDhk.png,7.451,待确认分组,h264,1280x720,29.97002997002997,有音频,0.4896,模糊匹配（>90%）,100.0,0.4896,未排序
Dunya News,https://imob.dunyanews.tv/livehd/ngrp:dunyalivehd_2_all/playlist.m3u8,网络源,https://i.postimg.cc/htHtP9VP/dunyanews.png,6.544,待确认分组,h264,284x160,25.0,有音频,0.6094,模糊匹配（>90%）,100.0,0.487,未排序
Comedy Central South Park,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60c716084d842c00085f6e64/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84acf2d0-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=97acadcb-fbad-44de-8539-290d36c83227,网络源,https://i.imgur.com/7GKO6Fp.png,1.998,待确认分组,h264,426x240,30.0,有音频,0.6302,模糊匹配（>90%）,100.0,0.4141,未排序
Dheeran Tv,https://live.we2live.in/dheerantv/dheerantv/playlist.m3u8,网络源,https://i.imgur.com/jSedjXf.png,2.855,待确认分组,h264,720x576,25.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.8932,未排序
Dark Matter Tv,https://tricoast-tv-dark-matter-01-us.ono.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/9K8T3ND.png,2.085,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5729,模糊匹配（>90%）,100.0,0.5964,未排序
Dltv 6,https://cdn-live.dltv.ac.th/dltv06.m3u8,网络源,https://i.imgur.com/qeIHWC0.png,12.828,待确认分组,h264,1920x1080,25.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5885,未排序
Dltv 4,https://cdn-live.dltv.ac.th/dltv04.m3u8,网络源,https://i.imgur.com/WkpoQhU.png,10.666,待确认分组,h264,1920x1080,25.0,有音频,0.5677,模糊匹配（>90%）,100.0,0.5521,未排序
Dopa Channel,http://dopachannel.truegse.com/live/dopatv03.m3u8,网络源,https://i.imgur.com/Z9vxti4.png,3.279,待确认分组,h264,1920x1080,25.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.4766,未排序
Colors Cineplex Bollywood,http://103.182.170.32:8888/play/a01o,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_CINEPLEX_BOLLYWOOD/images/LOGO_HD/image.png,9.138,待确认分组,h264,720x576,25.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.6146,未排序
Dios Te Ve Kids,https://s.emisoras.tv:8081/diostevekids/index.m3u8,网络源,https://i.imgur.com/GnZicVH.png,1.095,待确认分组,h264,480x360,29.97002997002997,有音频,0.4896,模糊匹配（>90%）,100.0,0.4818,未排序
Donna Tv,https://streaming.softwarecreation.it/DonnaTv/DonnaTv/playlist.m3u8,网络源,https://i.postimg.cc/6QmLQbY4/donnatv.png,5.403,待确认分组,h264,1024x576,25.0,有音频,0.4948,模糊匹配（>90%）,100.0,0.0,未排序
Comedy Central South Park,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60c716084d842c00085f6e64/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d1594-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fbd5d12a-3038-48f9-8f7c-5231014bff13,网络源,https://i.imgur.com/7GKO6Fp.png,2.356,待确认分组,h264,426x240,30.0,有音频,0.5885,模糊匹配（>90%）,100.0,0.5573,未排序
Ein Engel auf Erden,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/622f487722d9d400075f74dd/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc83cc78-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1776e082-3610-4453-a17b-ddae80758771,网络源,,2.22,待标准化,h264,426x240,30.0,有音频,0.5156,未匹配,0.0,0.4766,未排序
Coral Gables Television (Coral Gables FL) (720p),https://cdn3.wowza.com/5/R09KQXpaMWlrRjly/coralgables/G0937_004/playlist.m3u8,网络源,https://i.imgur.com/Z7QvRzd.png,2.241,待标准化,h264,1280x720,59.94005994005994,有音频,0.4896,未匹配,0.0,0.5781,未排序
Ertv,https://live.artidijitalmedya.com/artidijital_ertv_new/ertv/playlist.m3u8,网络源,https://i.postimg.cc/VLKFTNnF/ertv.png,4.571,待确认分组,h264,1920x1080,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.5443,未排序
Enlace,https://livecdn.enlace.plus/enlace/smil:enlace-hd.smil/playlist.m3u8,网络源,https://i.imgur.com/YwUVTmS.png,1.459,待确认分组,h264,640x360,30.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.4896,未排序
Digi 24,https://edge-ar.rcs-rds.ro/digi24ar/index.m3u8,网络源,https://i.imgur.com/qmRnD0M.png,17.809,待确认分组,h264,640x360,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.4505,未排序
Dd Odia,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/ef4ea632b77a480ebd77106968aa99a9/index.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_ORIYA/images/LOGO_HD/image.png,3.492,待确认分组,h264,896x504,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.5078,未排序
Conectv Brasil,https://stream01.msolutionbrasil.com.br/hls/conectv/live.m3u8,网络源,https://i.imgur.com/XN6jjMR.png,1.267,待确认分组,h264,1280x720,30.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.6979,未排序
Dudelange Tv,https://streamer20.multimedia.blue/Eltrona/DudelangeTV/playlist.m3u8,网络源,https://i.imgur.com/2dLYZsc.png,3.353,待确认分组,h264,1280x720,25.0,有音频,0.526,模糊匹配（>90%）,100.0,0.6615,未排序
Educa Tv,https://vid2.ecuamedia.net/educatv/live/playlist.m3u8,网络源,https://i.imgur.com/nDRVsIc.png,1.862,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5573,模糊匹配（>90%）,100.0,0.5156,未排序
Dltv 1,https://cdn-live.dltv.ac.th/dltv01.m3u8,网络源,https://i.imgur.com/nLzdGeX.png,9.851,待确认分组,h264,1920x1080,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.4583,未排序
DW Russian (1080p),https://dwamdstream110.akamaized.net/hls/live/2017971/dwstream110/master.m3u8,网络源,https://i.imgur.com/8MRNFb9.png,17.764,待标准化,h264,1920x1080,50.0,有音频,0.5573,未匹配,0.0,0.5,未排序
Disney Jr.,http://151.80.18.177:86/Disney_Junior_HD/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/3/36/2019_Disney_Junior_logo.svg,1.349,待确认分组,h264,1280x720,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.4427,未排序
Diyanet Tv,https://eustr73.mediatriple.net/videoonlylive/mtikoimxnztxlive/broadcast_5e3bf95a47e07.smil/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Diyanet_TV_logo.svg/512px-Diyanet_TV_logo.svg.png,10.525,待确认分组,h264,640x360,25.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5312,未排序
Elektrika Tv,https://rtmp.elektrika.cz/live/myStream.sdp/playlist.m3u8,网络源,https://i.imgur.com/OLd5od5.png,3.697,待确认分组,h264,384x288,24.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5677,未排序
Đồng Nai 2 (576p) [Not 24/7],http://118.107.85.4:1935/live/smil:DNTV2.smil/playlist.m3u8,网络源,https://i.imgur.com/tNKPSkO.png,4.939,待标准化,h264,854x480,25.0,有音频,0.5625,未匹配,0.0,0.5417,未排序
EBS HD (1080p),https://rpn.bozztv.com/ebstv/ebstv/index.m3u8,网络源,https://i.imgur.com/zqbK2IB.png,1.905,待标准化,h264,1920x1080,30.0,有音频,0.5417,未匹配,0.0,0.4583,未排序
Dunya News,https://ukintl.dunyanews.tv/liveuk/ngrp:dunyalive_all/playlist.m3u8,网络源,https://i.imgur.com/dtrTfZC.png,6.352,待确认分组,h264,284x160,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.5156,未排序
Cypress Public Access Channel 36 (Cypress CA) (360p),https://livestream-us-east-edge-2.granicusops.com/live/cypressca/live-1-a/playlist.m3u8,网络源,https://i.imgur.com/vOvoHBC.png,1.062,待标准化,h264,1280x720,30.0,有音频,0.5573,未匹配,0.0,0.4609,未排序
Dr. Gene Scott,https://wescottcc.piksel.tech/hls/live/2041478/adp/playlist.m3u8,网络源,https://i.imgur.com/Db3EI19.png,7.751,待确认分组,h264,256x144,30.0,有音频,0.4896,模糊匹配（>90%）,100.0,0.7083,未排序
Film4 HD (1080p),https://viamotionhsi.netplus.ch/live/eds/film4/browser-HLS8/film4.m3u8,网络源,https://i.imgur.com/MTSgoGI.png,9.198,待标准化,h264,704x576,25.0,有音频,0.5833,未匹配,0.0,0.5599,未排序
Dltv 3,https://cdn-live.dltv.ac.th/dltv03.m3u8,网络源,https://i.imgur.com/wmrxerm.png,9.749,待确认分组,h264,1920x1080,25.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.5521,未排序
Fork & Flight,https://amg00346-vizioono-forkandfligt-xumo-us.amagi.tv/playlist.m3u8,网络源,,2.117,待标准化,h264,1920x1080,29.97002997002997,有音频,0.6146,未匹配,0.0,0.4427,未排序
Dd India,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/ceda14583477426aa162a65392d8ea07/index.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_INDIA/images/LOGO_HD/image.png,5.942,待确认分组,h264,1920x1080,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.5417,未排序
CraftsyTV,https://linear-492.frequency.stream/dist/xumo/492/hls/master/playlist.m3u8,网络源,,2.136,待标准化,h264,384x216,29.97002997002997,有音频,0.5208,未匹配,0.0,0.5078,未排序
Demais Tv,https://stmv1.samcast.com.br/demaistv6503/demaistv6503/playlist.m3u8,网络源,https://i.imgur.com/Md3xibE.png,4.393,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.526,模糊匹配（>90%）,100.0,0.5573,未排序
Dancetv House Floor,https://m2b2.worldcast.tv:7443/dancetelevisionfive/dancetelevisionfive.m3u8,网络源,https://www.lyngsat.com/logo/tv/dd/dance-tv-nl.png,3.094,待确认分组,h264,1280x720,30.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.4661,未排序
DanceHits80,http://dancehits80.denvs.ru:8080/index.m3u8,网络源,https://i.imgur.com/uMw3kks.png,6.523,待确认分组,h264,768x432,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.4479,未排序
Corfu Channel,https://itv.streams.ovh:1936/corfuchannel/corfuchannel/playlist.m3u8,网络源,https://i.imgur.com/EFL1Tjg.png,3.887,待确认分组,h264,1280x720,30.0,有音频,0.526,模糊匹配（>90%）,100.0,0.5443,未排序
Filstalwelle,https://h055.video-stream-hosting.de/filstalwelle-live/_definst_/mp4:livestream/playlist.m3u8,网络源,https://i.imgur.com/19iKLvf.png,3.808,待确认分组,h264,1920x1080,25.0,有音频,0.4948,模糊匹配（>90%）,100.0,0.8932,未排序
Espnu,https://fl1.moveonjoy.com/ESPN_U/index.m3u8,网络源,https://i.imgur.com/HiBrysh.png,3.067,待确认分组,h264,1280x720,59.94005994005994,有音频,0.5885,模糊匹配（>90%）,100.0,0.4974,未排序
Fbi Files,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62bdaa32a1b2fd00076693e8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a2d95-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=53708f79-4a2b-4285-8fa6-e950fc36fb48,网络源,https://i.imgur.com/vzYDSLo.png,2.435,待确认分组,h264,426x240,30.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.6146,未排序
Forensic Files,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e92392a3e6270007f562e8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a54a0-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=053b9371-9f0f-4936-9aa9-ae27ee69ae5f,网络源,https://i.imgur.com/V5vvuLK.png,2.229,待确认分组,h264,426x240,30.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5104,未排序
Dog The Bounty Hunter,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5bee1a7359ee03633e780238/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c287c47-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ca19e89b-4eb2-4f32-b300-8e26501d6dd2,网络源,https://i.imgur.com/lMICupK.png,2.302,待确认分组,h264,426x240,30.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.5234,未排序
Ecclesia Tv,https://liveopen.siliconweb.com/openTvLive/openEcclessia/playlist.m3u8,网络源,https://i.imgur.com/QQSSMZx.png,4.143,待确认分组,h264,1920x1080,30.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5286,未排序
Cops,https://langleyproductions-cops-2-eu.rakuten.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/J3XO6V2.png,1.123,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5156,模糊匹配（>90%）,100.0,0.5234,未排序
Fight TV,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/70e45fc8-1f6c-4492-ac26-9868f70f4e02/manifest.m3u8,网络源,,6.318,待标准化,h264,1920x1080,25.0,有音频,0.5573,未匹配,0.0,0.513,未排序
Cupertino City Channel,https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/cupertino/G0067_003/playlist.m3u8,网络源,https://i.imgur.com/p9Jn0Dy.png,1.287,待确认分组,h264,1280x720,25.0,有音频,0.5885,模糊匹配（>90%）,100.0,0.5339,未排序
Dance Fm,https://5eaccbab48461.streamlock.net:1936/dancefm_1/dancefm_1/playlist.m3u8,网络源,https://i.postimg.cc/YCPr91Ky/dancefm.png,4.481,待确认分组,h264,1280x720,30.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.4792,未排序
Formula 1 Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65c69ee3d77d450008c80438/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28f172-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=922e06a8-1ba6-4236-9931-06d471735996,网络源,,2.184,待标准化,h264,426x240,30.0,有音频,0.5573,未匹配,0.0,0.4922,未排序
Disney Channel,http://151.80.18.177:86/Disney_Channel_HD/index.m3u8,网络源,https://i.postimg.cc/854KwmH1/disneychannel.png,1.287,待确认分组,h264,720x576,50.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5312,未排序
Dancetv Techno Warehouse,https://m2b2.worldcast.tv:7443/dancetelevisionthree/dancetelevisionthree.m3u8,网络源,https://www.lyngsat.com/logo/tv/dd/dance-tv-nl.png,3.04,待确认分组,h264,1280x720,30.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5078,未排序
Filmgold,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6305ca798bd95300072d2f93/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1db1d4-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4a90c28a-e616-4ce8-bd9d-18ee8820eede,网络源,,3.309,待标准化,h264,426x240,30.0,有音频,0.5156,未匹配,0.0,0.4505,未排序
Dancetv Algorhythm,https://m2b2.worldcast.tv:7443/dancetelevisionfour/dancetelevisionfour.m3u8,网络源,,2.811,待确认分组,h264,1280x720,30.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.5651,未排序
Deejay Tv,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8,网络源,https://i.imgur.com/YV27Chs.png,8.011,待确认分组,h264,1920x1080,25.0,有音频,0.5833,模糊匹配（>90%）,100.0,0.5026,未排序
Fbi Files,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64eddce19001910008df22b8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ad40f4-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4f14a19a-0066-4a45-be41-279347754e05,网络源,,2.638,待确认分组,h264,426x240,30.0,有音频,0.5208,模糊匹配（>90%）,100.0,0.6641,未排序
ETV Plus HD (1080p),https://d27tnkf60df3v4.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_PLUS_H264-3_cloud_in/index.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ETV_PLUS/images/LOGO_HD/image.png,9.06,待标准化,h264,1920x1080,25.0,有音频,0.6198,未匹配,0.0,0.526,未排序
Crimenes Imperfectos,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5e94cd036cc69d0007e8a1ba/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c282e26-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=5d8759e1-73d6-4b32-b216-07bf992c281a,网络源,https://i.imgur.com/kzUrWR5.png,4.647,待确认分组,h264,426x240,30.0,有音频,0.5417,模糊匹配（>90%）,97.2972972972973,0.6042,未排序
Et Now Swadesh,https://d32gxr3r1ksq2p.cloudfront.net/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ET_NOW_SWADESH/images/LOGO_HD/image.png,6.371,待确认分组,h264,640x360,25.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.474,未排序
Dbm Tv,https://dbmtv.vedge.infomaniak.com/livecast/dbmtv/playlist.m3u8,网络源,https://i.imgur.com/ab6p2SW.png,4.523,待确认分组,h264,1920x1080,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.4479,未排序
Dltv 9,https://cdn-live.dltv.ac.th/dltv09.m3u8,网络源,https://i.imgur.com/yPeSAry.png,12.078,待确认分组,h264,1920x1080,25.0,有音频,0.6146,模糊匹配（>90%）,100.0,0.4219,未排序
